Ticker
LRCX
LSI
LSPD
LSXMA
LSXMB
LSXMK
LU
LULU
LUMN
LUV
LVS
LYB
LYFT
LYG
LYV
MA
MAA
MANH
MAR
MAS
MASI
MCD
MCFE
MCHP
MCK
MCO
MDB
MDLZ
MDT
MELI
MET
MFC
MFG
MGA
MGM
MHK
MIDD
MKC
MKL
MKTX
MLM
MMC
MMM
MMP
MNDY
MNST
MO
MOH
MORN
MOS
MPC
MPLX
MPW
MPWR
MQ
MRK
MRNA
MRVI
MRVL
MS
MSCI
MSFT
MSI
MT
MTB
MTCH
MTD
MTN
MU
MUFG
NDAQ
NDSN
NEE
NEM
NET
NFLX
NGG
NICE
NIO
NKE
NLOK
NLY
NMR
NOC
NOK
NOW
NRG
NSC
NTAP
NTCO
NTES
NTLA
NTR
NTRA
NTRS
NUAN
NUE
NVAX
NVCR
NVDA
NVO
NVR
NVS
NWG
NWL
NWS
NWSA
NXPI
O
ODFL
OKE
OKTA
OMC
ON
OPEN
ORAN
ORCL
ORLY
OSH
OTEX
OTIS
OXY
OZON
PAGS
PANW
PATH
PAYC
PAYX
PBA
PBR
PCAR
PCG
PCOR
PCTY
PDD
PEAK
PEG
PEGA
PEN
PENN
PEP
PFE
PFG
PG
PGR
PH
PHG
PHM
PINS
PKG
PKI
PKX
PLD
PLTK
PLTR
PLUG
PM
PNC
PNR
PODD
POOL
PPD
PPG
PPL
PRU
PSA
PSX
PTC
PTON
PTR
PUK
PWR
PXD
PYPL
QCOM
QGEN
QRVO
QSR
RACE
RBLX
RCI
RCL
RDY
RE
REG
REGN
RELX
RF
RGEN
RH
RHI
RIO
RJF
RMD
RNG
ROK
ROKU
ROL
ROP
ROST
RPM
RPRX
RSG
RTX
RY
RYAAY
S
SAN
SAP
SBAC
SBNY
SBSW
SBUX
SC
SCCO
SCHW
SCI
SE
SEDG
SGEN
SHG
SHOP
SHW
SIRI
SIVB
SJM
SJR
SKM
SLB
SLF
SMAR
SMFG
SNA
SNAP
SNN
SNOW
SNP
SNPS
SNY
SO
SOFI
SONY
SPG
SPGI
SPLK
SPOT
SQ
SQM
SRE
SSNC
STE
STLA
STLD
STM
STNE
STT
STX
STZ
SU
SUI
SUZ
SWK
SWKS
SYF
SYK
SYY
T
TAK
TAP
TCOM
TD
TDG
TDOC
TDY
TEAM
TECH
TECK
TEF
TEL
TER
TEVA
TFC
TFII
TFX
TGT
TJX
TLK
TM
TME
TMO
TMUS
TPL
TPR
TREX
TRGP
TRI
TRMB
TROW
TRP
TRU
TRV
TS
TSCO
TSLA
TSM
TSN
TT
TTC
TTD
TTE
TTM
TTWO
TU
TW
TWLO
TWTR
TX
TXG
TXN
TXT
TYL
U
UAA
UAL
UBER
UBS
UDR
UHAL
UHS
UI
UL
ULTA
UMC
UNH
UNP
UPS
UPST
URI
USB
V
VALE
VEDL
VEEV
VER
VFC
VIAC
VIACA
VICI
VIPS
VIV
VLO
VMC
VMW
VOD
VRSK
VRSN
VRTX
VTR
VTRS
VZ
W
WAB
WAL
WAT
WB
WBA
WBK
WCN
WDAY
WDC
WEC
WELL
WFC
WHR
WIT
WIX
WLK
WLTW
WM
WMB
WMG
WMT
WPC
WPM
WPP
WRB
WRK
WSM
WSO
WST
WTRG
WY
WYNN
XEL
XLNX
XM
XOM
XP
XPEV
XPO
XRAY
XYL
YMM
YNDX
YUM
YUMC
Z
ZBH
ZBRA
ZEN
ZG
ZI
ZLAB
ZM
ZS
ZTO
ZTS
